date,state,sex,ethnicity,age,population
2023-01-01,Kelantan,male,bumi_malay,overall_age,865.1
2023-01-01,Kelantan,male,bumi_malay,0-4,86.7
2023-01-01,Kelantan,male,bumi_malay,5-9,84.7
2023-01-01,Kelantan,male,bumi_malay,10-14,92.0
2023-01-01,Kelantan,male,bumi_malay,15-19,92.3
2023-01-01,Kelantan,male,bumi_malay,20-24,93.2
2023-01-01,Kelantan,male,bumi_malay,25-29,68.3
2023-01-01,Kelantan,male,bumi_malay,30-34,56.9
2023-01-01,Kelantan,male,bumi_malay,35-39,52.7
2023-01-01,Kelantan,male,bumi_malay,40-44,44.7
2023-01-01,Kelantan,male,bumi_malay,45-49,37.7
2023-01-01,Kelantan,male,bumi_malay,50-54,35.8
2023-01-01,Kelantan,male,bumi_malay,55-59,34.7
2023-01-01,Kelantan,male,bumi_malay,60-64,32.4
2023-01-01,Kelantan,male,bumi_malay,65-69,23.4
2023-01-01,Kelantan,male,bumi_malay,70-74,15.4
2023-01-01,Kelantan,male,bumi_malay,75-79,9.0
2023-01-01,Kelantan,male,bumi_malay,80-84,3.3
2023-01-01,Kelantan,male,bumi_malay,85+,1.8
2023-01-01,Kelantan,female,bumi_malay,overall_age,869.7
2023-01-01,Kelantan,female,bumi_malay,0-4,81.1
2023-01-01,Kelantan,female,bumi_malay,5-9,83.2
2023-01-01,Kelantan,female,bumi_malay,10-14,84.3
2023-01-01,Kelantan,female,bumi_malay,15-19,87.3
2023-01-01,Kelantan,female,bumi_malay,20-24,97.0
2023-01-01,Kelantan,female,bumi_malay,25-29,69.4
2023-01-01,Kelantan,female,bumi_malay,30-34,54.3
2023-01-01,Kelantan,female,bumi_malay,35-39,52.4
2023-01-01,Kelantan,female,bumi_malay,40-44,42.8
2023-01-01,Kelantan,female,bumi_malay,45-49,39.4
2023-01-01,Kelantan,female,bumi_malay,50-54,39.9
2023-01-01,Kelantan,female,bumi_malay,55-59,39.1
2023-01-01,Kelantan,female,bumi_malay,60-64,36.2
2023-01-01,Kelantan,female,bumi_malay,65-69,26.6
2023-01-01,Kelantan,female,bumi_malay,70-74,17.9
2023-01-01,Kelantan,female,bumi_malay,75-79,10.6
2023-01-01,Kelantan,female,bumi_malay,80-84,5.2
2023-01-01,Kelantan,female,bumi_malay,85+,3.1
2023-01-01,Melaka,overall_sex,bumi_malay,overall_age,676.7
2023-01-01,Melaka,overall_sex,bumi_malay,0-4,55.6
2023-01-01,Melaka,overall_sex,bumi_malay,5-9,65.0
2023-01-01,Melaka,overall_sex,bumi_malay,10-14,60.7
2023-01-01,Melaka,overall_sex,bumi_malay,15-19,61.1
2023-01-01,Melaka,overall_sex,bumi_malay,20-24,74.5
2023-01-01,Melaka,overall_sex,bumi_malay,25-29,58.2
2023-01-01,Melaka,overall_sex,bumi_malay,30-34,51.4
2023-01-01,Melaka,overall_sex,bumi_malay,35-39,48.7
2023-01-01,Melaka,overall_sex,bumi_malay,40-44,52.4
2023-01-01,Melaka,overall_sex,bumi_malay,45-49,38.9
2023-01-01,Melaka,overall_sex,bumi_malay,50-54,25.6
2023-01-01,Melaka,overall_sex,bumi_malay,55-59,24.2
2023-01-01,Melaka,overall_sex,bumi_malay,60-64,22.7
2023-01-01,Melaka,overall_sex,bumi_malay,65-69,16.7
2023-01-01,Melaka,overall_sex,bumi_malay,70-74,11.4
2023-01-01,Melaka,overall_sex,bumi_malay,75-79,5.6
2023-01-01,Melaka,overall_sex,bumi_malay,80-84,2.5
2023-01-01,Melaka,overall_sex,bumi_malay,85+,1.4
2023-01-01,Melaka,male,bumi_malay,overall_age,342.5
2023-01-01,Melaka,male,bumi_malay,0-4,28.7
2023-01-01,Melaka,male,bumi_malay,5-9,33.8
2023-01-01,Melaka,male,bumi_malay,10-14,31.7
2023-01-01,Melaka,male,bumi_malay,15-19,31.9
2023-01-01,Melaka,male,bumi_malay,20-24,39.7
2023-01-01,Melaka,male,bumi_malay,25-29,28.2
2023-01-01,Melaka,male,bumi_malay,30-34,26.0
2023-01-01,Melaka,male,bumi_malay,35-39,24.7
2023-01-01,Melaka,male,bumi_malay,40-44,30.7
2023-01-01,Melaka,male,bumi_malay,45-49,15.1
2023-01-01,Melaka,male,bumi_malay,50-54,12.4
2023-01-01,Melaka,male,bumi_malay,55-59,11.4
2023-01-01,Melaka,male,bumi_malay,60-64,11.0
2023-01-01,Melaka,male,bumi_malay,65-69,7.9
2023-01-01,Melaka,male,bumi_malay,70-74,5.2
2023-01-01,Melaka,male,bumi_malay,75-79,2.5
2023-01-01,Melaka,male,bumi_malay,80-84,1.1
2023-01-01,Melaka,male,bumi_malay,85+,0.6
2023-01-01,Melaka,female,bumi_malay,overall_age,334.1
2023-01-01,Melaka,female,bumi_malay,0-4,26.9
2023-01-01,Melaka,female,bumi_malay,5-9,31.2
2023-01-01,Melaka,female,bumi_malay,10-14,29.1
2023-01-01,Melaka,female,bumi_malay,15-19,29.3
2023-01-01,Melaka,female,bumi_malay,20-24,34.8
2023-01-01,Melaka,female,bumi_malay,25-29,30.0
2023-01-01,Melaka,female,bumi_malay,30-34,25.4
2023-01-01,Melaka,female,bumi_malay,35-39,24.0
2023-01-01,Melaka,female,bumi_malay,40-44,21.6
2023-01-01,Melaka,female,bumi_malay,45-49,23.8
2023-01-01,Melaka,female,bumi_malay,50-54,13.2
2023-01-01,Melaka,female,bumi_malay,55-59,12.7
2023-01-01,Melaka,female,bumi_malay,60-64,11.7
2023-01-01,Melaka,female,bumi_malay,65-69,8.8
2023-01-01,Melaka,female,bumi_malay,70-74,6.2
2023-01-01,Melaka,female,bumi_malay,75-79,3.1
2023-01-01,Melaka,female,bumi_malay,80-84,1.4
2023-01-01,Melaka,female,bumi_malay,85+,0.8
2023-01-01,Pahang,overall_sex,bumi_malay,overall_age,719.6
2023-01-01,Pahang,overall_sex,bumi_malay,0-4,57.6
2023-01-01,Pahang,overall_sex,bumi_malay,5-9,70.6
2023-01-01,Pahang,overall_sex,bumi_malay,10-14,66.0
2023-01-01,Pahang,overall_sex,bumi_malay,15-19,59.5
2023-01-01,Pahang,overall_sex,bumi_malay,20-24,65.4
2023-01-01,Pahang,overall_sex,bumi_malay,25-29,54.7
2023-01-01,Pahang,overall_sex,bumi_malay,30-34,60.3
2023-01-01,Pahang,overall_sex,bumi_malay,35-39,61.0
2023-01-01,Pahang,overall_sex,bumi_malay,40-44,49.1
2023-01-01,Pahang,overall_sex,bumi_malay,45-49,37.1
2023-01-01,Pahang,overall_sex,bumi_malay,50-54,30.9
2023-01-01,Pahang,overall_sex,bumi_malay,55-59,30.4
2023-01-01,Pahang,overall_sex,bumi_malay,60-64,30.6
2023-01-01,Pahang,overall_sex,bumi_malay,65-69,21.6
2023-01-01,Pahang,overall_sex,bumi_malay,70-74,14.6
2023-01-01,Pahang,overall_sex,bumi_malay,75-79,6.2
2023-01-01,Pahang,overall_sex,bumi_malay,80-84,3.0
2023-01-01,Pahang,overall_sex,bumi_malay,85+,0.9
2023-01-01,Pahang,male,bumi_malay,overall_age,363.9
2023-01-01,Pahang,male,bumi_malay,0-4,28.1
2023-01-01,Pahang,male,bumi_malay,5-9,38.2
2023-01-01,Pahang,male,bumi_malay,10-14,34.9
2023-01-01,Pahang,male,bumi_malay,15-19,31.7
2023-01-01,Pahang,male,bumi_malay,20-24,32.2
2023-01-01,Pahang,male,bumi_malay,25-29,27.3
2023-01-01,Pahang,male,bumi_malay,30-34,30.7
2023-01-01,Pahang,male,bumi_malay,35-39,30.7
2023-01-01,Pahang,male,bumi_malay,40-44,25.7
2023-01-01,Pahang,male,bumi_malay,45-49,18.0
2023-01-01,Pahang,male,bumi_malay,50-54,15.3
2023-01-01,Pahang,male,bumi_malay,55-59,14.2
2023-01-01,Pahang,male,bumi_malay,60-64,14.8
2023-01-01,Pahang,male,bumi_malay,65-69,10.2
2023-01-01,Pahang,male,bumi_malay,70-74,7.1
2023-01-01,Pahang,male,bumi_malay,75-79,2.9
2023-01-01,Pahang,male,bumi_malay,80-84,1.4
2023-01-01,Pahang,male,bumi_malay,85+,0.4
2023-01-01,Pahang,female,bumi_malay,overall_age,355.8
2023-01-01,Pahang,female,bumi_malay,0-4,29.5
2023-01-01,Pahang,female,bumi_malay,5-9,32.4
2023-01-01,Pahang,female,bumi_malay,10-14,31.2
2023-01-01,Pahang,female,bumi_malay,15-19,27.8
2023-01-01,Pahang,female,bumi_malay,20-24,33.2
2023-01-01,Pahang,female,bumi_malay,25-29,27.4
2023-01-01,Pahang,female,bumi_malay,30-34,29.7
2023-01-01,Pahang,female,bumi_malay,35-39,30.3
2023-01-01,Pahang,female,bumi_malay,40-44,23.5
2023-01-01,Pahang,female,bumi_malay,45-49,19.2
2023-01-01,Pahang,female,bumi_malay,50-54,15.6
2023-01-01,Pahang,female,bumi_malay,55-59,16.2
2023-01-01,Pahang,female,bumi_malay,60-64,15.8
2023-01-01,Pahang,female,bumi_malay,65-69,11.4
2023-01-01,Pahang,female,bumi_malay,70-74,7.5
2023-01-01,Pahang,female,bumi_malay,75-79,3.2
2023-01-01,Pahang,female,bumi_malay,80-84,1.6
2023-01-01,Pahang,female,bumi_malay,85+,0.5
2023-01-01,Negeri Sembilan,overall_sex,bumi_malay,overall_age,1173.6
2023-01-01,Negeri Sembilan,overall_sex,bumi_malay,0-4,101.2
2023-01-01,Negeri Sembilan,overall_sex,bumi_malay,5-9,109.4
2023-01-01,Negeri Sembilan,overall_sex,bumi_malay,10-14,106.2
2023-01-01,Negeri Sembilan,overall_sex,bumi_malay,15-19,118.4
2023-01-01,Negeri Sembilan,overall_sex,bumi_malay,20-24,102.0
2023-01-01,Negeri Sembilan,overall_sex,bumi_malay,25-29,78.3
2023-01-01,Negeri Sembilan,overall_sex,bumi_malay,30-34,83.2
2023-01-01,Negeri Sembilan,overall_sex,bumi_malay,35-39,92.5
2023-01-01,Negeri Sembilan,overall_sex,bumi_malay,40-44,90.6
2023-01-01,Negeri Sembilan,overall_sex,bumi_malay,45-49,69.4
2023-01-01,Negeri Sembilan,overall_sex,bumi_malay,50-54,53.4
2023-01-01,Negeri Sembilan,overall_sex,bumi_malay,55-59,45.5
2023-01-01,Negeri Sembilan,overall_sex,bumi_malay,60-64,41.5
2023-01-01,Negeri Sembilan,overall_sex,bumi_malay,65-69,30.2
2023-01-01,Negeri Sembilan,overall_sex,bumi_malay,70-74,24.2
2023-01-01,Negeri Sembilan,overall_sex,bumi_malay,75-79,14.6
2023-01-01,Negeri Sembilan,overall_sex,bumi_malay,80-84,6.9
2023-01-01,Negeri Sembilan,overall_sex,bumi_malay,85+,6.2
2023-01-01,Negeri Sembilan,male,bumi_malay,overall_age,596.3
2023-01-01,Negeri Sembilan,male,bumi_malay,0-4,51.9
2023-01-01,Negeri Sembilan,male,bumi_malay,5-9,55.9
2023-01-01,Negeri Sembilan,male,bumi_malay,10-14,54.3
2023-01-01,Negeri Sembilan,male,bumi_malay,15-19,62.3
2023-01-01,Negeri Sembilan,male,bumi_malay,20-24,52.6
2023-01-01,Negeri Sembilan,male,bumi_malay,25-29,40.8
2023-01-01,Negeri Sembilan,male,bumi_malay,30-34,42.3
2023-01-01,Negeri Sembilan,male,bumi_malay,35-39,46.4
2023-01-01,Negeri Sembilan,male,bumi_malay,40-44,47.9
2023-01-01,Negeri Sembilan,male,bumi_malay,45-49,32.9
2023-01-01,Negeri Sembilan,male,bumi_malay,50-54,26.9
2023-01-01,Negeri Sembilan,male,bumi_malay,55-59,22.3
2023-01-01,Negeri Sembilan,male,bumi_malay,60-64,20.3
2023-01-01,Negeri Sembilan,male,bumi_malay,65-69,14.5
2023-01-01,Negeri Sembilan,male,bumi_malay,70-74,11.8
2023-01-01,Negeri Sembilan,male,bumi_malay,75-79,7.0
2023-01-01,Negeri Sembilan,male,bumi_malay,80-84,3.2
2023-01-01,Negeri Sembilan,male,bumi_malay,85+,3.2
2023-01-01,Negeri Sembilan,female,bumi_malay,overall_age,577.3
2023-01-01,Negeri Sembilan,female,bumi_malay,0-4,49.4
2023-01-01,Negeri Sembilan,female,bumi_malay,5-9,53.5
2023-01-01,Negeri Sembilan,female,bumi_malay,10-14,51.9
2023-01-01,Negeri Sembilan,female,bumi_malay,15-19,56.2
2023-01-01,Negeri Sembilan,female,bumi_malay,20-24,49.5
2023-01-01,Negeri Sembilan,female,bumi_malay,25-29,37.4
2023-01-01,Negeri Sembilan,female,bumi_malay,30-34,40.9
2023-01-01,Negeri Sembilan,female,bumi_malay,35-39,46.1
2023-01-01,Negeri Sembilan,female,bumi_malay,40-44,42.7
2023-01-01,Negeri Sembilan,female,bumi_malay,45-49,36.5
2023-01-01,Negeri Sembilan,female,bumi_malay,50-54,26.5
2023-01-01,Negeri Sembilan,female,bumi_malay,55-59,23.1
2023-01-01,Negeri Sembilan,female,bumi_malay,60-64,21.2
2023-01-01,Negeri Sembilan,female,bumi_malay,65-69,15.7
2023-01-01,Negeri Sembilan,female,bumi_malay,70-74,12.4
2023-01-01,Negeri Sembilan,female,bumi_malay,75-79,7.6
2023-01-01,Negeri Sembilan,female,bumi_malay,80-84,3.7
2023-01-01,Negeri Sembilan,female,bumi_malay,85+,3.0
2023-01-01,Perak,overall_sex,bumi_malay,overall_age,1408.8
2023-01-01,Perak,overall_sex,bumi_malay,0-4,109.1
2023-01-01,Perak,overall_sex,bumi_malay,5-9,126.5
2023-01-01,Perak,overall_sex,bumi_malay,10-14,134.0
2023-01-01,Perak,overall_sex,bumi_malay,15-19,129.3
2023-01-01,Perak,overall_sex,bumi_malay,20-24,135.2
2023-01-01,Perak,overall_sex,bumi_malay,25-29,110.2
2023-01-01,Perak,overall_sex,bumi_malay,30-34,97.4
2023-01-01,Perak,overall_sex,bumi_malay,35-39,106.4
2023-01-01,Perak,overall_sex,bumi_malay,40-44,92.2
2023-01-01,Perak,overall_sex,bumi_malay,45-49,76.0
2023-01-01,Perak,overall_sex,bumi_malay,50-54,63.0
2023-01-01,Perak,overall_sex,bumi_malay,55-59,63.4
2023-01-01,Perak,overall_sex,bumi_malay,60-64,61.3
2023-01-01,Perak,overall_sex,bumi_malay,65-69,45.6
2023-01-01,Perak,overall_sex,bumi_malay,70-74,31.7
2023-01-01,Perak,overall_sex,bumi_malay,75-79,16.4
2023-01-01,Perak,overall_sex,bumi_malay,80-84,7.6
2023-01-01,Perak,overall_sex,bumi_malay,85+,3.6
2023-01-01,Perak,male,bumi_malay,overall_age,706.9
2023-01-01,Perak,male,bumi_malay,0-4,56.5
2023-01-01,Perak,male,bumi_malay,5-9,64.7
2023-01-01,Perak,male,bumi_malay,10-14,69.8
2023-01-01,Perak,male,bumi_malay,15-19,67.5
2023-01-01,Perak,male,bumi_malay,20-24,69.1
2023-01-01,Perak,male,bumi_malay,25-29,56.2
2023-01-01,Perak,male,bumi_malay,30-34,49.8
2023-01-01,Perak,male,bumi_malay,35-39,53.4
2023-01-01,Perak,male,bumi_malay,40-44,47.4
2023-01-01,Perak,male,bumi_malay,45-49,36.8
2023-01-01,Perak,male,bumi_malay,50-54,30.1
2023-01-01,Perak,male,bumi_malay,55-59,29.5
2023-01-01,Perak,male,bumi_malay,60-64,29.4
2023-01-01,Perak,male,bumi_malay,65-69,21.2
2023-01-01,Perak,male,bumi_malay,70-74,14.3
2023-01-01,Perak,male,bumi_malay,75-79,7.0
2023-01-01,Perak,male,bumi_malay,80-84,3.0
2023-01-01,Perak,male,bumi_malay,85+,1.2
2023-01-01,Perak,female,bumi_malay,overall_age,702.0
2023-01-01,Perak,female,bumi_malay,0-4,52.6
2023-01-01,Perak,female,bumi_malay,5-9,61.8
2023-01-01,Perak,female,bumi_malay,10-14,64.2
2023-01-01,Perak,female,bumi_malay,15-19,61.8
2023-01-01,Perak,female,bumi_malay,20-24,66.2
2023-01-01,Perak,female,bumi_malay,25-29,54.0
2023-01-01,Perak,female,bumi_malay,30-34,47.5
2023-01-01,Perak,female,bumi_malay,35-39,53.0
2023-01-01,Perak,female,bumi_malay,40-44,44.9
2023-01-01,Perak,female,bumi_malay,45-49,39.3
2023-01-01,Perak,female,bumi_malay,50-54,32.9
2023-01-01,Perak,female,bumi_malay,55-59,33.9
2023-01-01,Perak,female,bumi_malay,60-64,31.9
2023-01-01,Perak,female,bumi_malay,65-69,24.3
2023-01-01,Perak,female,bumi_malay,70-74,17.4
2023-01-01,Perak,female,bumi_malay,75-79,9.4
2023-01-01,Perak,female,bumi_malay,80-84,4.6
2023-01-01,Perak,female,bumi_malay,85+,2.4
2023-01-01,Perlis,overall_sex,bumi_malay,overall_age,250.8
2023-01-01,Perlis,overall_sex,bumi_malay,0-4,18.6
2023-01-01,Perlis,overall_sex,bumi_malay,5-9,17.0
2023-01-01,Perlis,overall_sex,bumi_malay,10-14,16.9
2023-01-01,Perlis,overall_sex,bumi_malay,15-19,28.6
2023-01-01,Perlis,overall_sex,bumi_malay,20-24,28.3
2023-01-01,Perlis,overall_sex,bumi_malay,25-29,22.4
2023-01-01,Perlis,overall_sex,bumi_malay,30-34,16.4
2023-01-01,Perlis,overall_sex,bumi_malay,35-39,18.1
2023-01-01,Perlis,overall_sex,bumi_malay,40-44,18.6
2023-01-01,Perlis,overall_sex,bumi_malay,45-49,16.1
2023-01-01,Perlis,overall_sex,bumi_malay,50-54,10.1
2023-01-01,Perlis,overall_sex,bumi_malay,55-59,10.1
2023-01-01,Perlis,overall_sex,bumi_malay,60-64,9.7
2023-01-01,Perlis,overall_sex,bumi_malay,65-69,7.5
2023-01-01,Perlis,overall_sex,bumi_malay,70-74,6.1
2023-01-01,Perlis,overall_sex,bumi_malay,75-79,3.3
2023-01-01,Perlis,overall_sex,bumi_malay,80-84,1.8
2023-01-01,Perlis,overall_sex,bumi_malay,85+,1.0
2023-01-01,Perlis,male,bumi_malay,overall_age,124.9
2023-01-01,Perlis,male,bumi_malay,0-4,9.8
2023-01-01,Perlis,male,bumi_malay,5-9,8.8
2023-01-01,Perlis,male,bumi_malay,10-14,8.8
2023-01-01,Perlis,male,bumi_malay,15-19,15.1
2023-01-01,Perlis,male,bumi_malay,20-24,14.0
2023-01-01,Perlis,male,bumi_malay,25-29,11.4
2023-01-01,Perlis,male,bumi_malay,30-34,8.6
2023-01-01,Perlis,male,bumi_malay,35-39,9.1
2023-01-01,Perlis,male,bumi_malay,40-44,10.7
2023-01-01,Perlis,male,bumi_malay,45-49,6.2
2023-01-01,Perlis,male,bumi_malay,50-54,4.6
2023-01-01,Perlis,male,bumi_malay,55-59,4.8
2023-01-01,Perlis,male,bumi_malay,60-64,4.6
2023-01-01,Perlis,male,bumi_malay,65-69,3.3
2023-01-01,Perlis,male,bumi_malay,70-74,2.6
2023-01-01,Perlis,male,bumi_malay,75-79,1.5
2023-01-01,Perlis,male,bumi_malay,80-84,0.7
2023-01-01,Perlis,male,bumi_malay,85+,0.4
2023-01-01,Perlis,female,bumi_malay,overall_age,125.9
2023-01-01,Perlis,female,bumi_malay,0-4,8.9
2023-01-01,Perlis,female,bumi_malay,5-9,8.2
2023-01-01,Perlis,female,bumi_malay,10-14,8.1
2023-01-01,Perlis,female,bumi_malay,15-19,13.6
2023-01-01,Perlis,female,bumi_malay,20-24,14.4
2023-01-01,Perlis,female,bumi_malay,25-29,11.0
2023-01-01,Perlis,female,bumi_malay,30-34,7.8
2023-01-01,Perlis,female,bumi_malay,35-39,9.0
2023-01-01,Perlis,female,bumi_malay,40-44,7.9
2023-01-01,Perlis,female,bumi_malay,45-49,9.9
2023-01-01,Perlis,female,bumi_malay,50-54,5.6
2023-01-01,Perlis,female,bumi_malay,55-59,5.4
2023-01-01,Perlis,female,bumi_malay,60-64,5.1
2023-01-01,Perlis,female,bumi_malay,65-69,4.2
2023-01-01,Perlis,female,bumi_malay,70-74,3.5
2023-01-01,Perlis,female,bumi_malay,75-79,1.8
2023-01-01,Perlis,female,bumi_malay,80-84,1.1
2023-01-01,Perlis,female,bumi_malay,85+,0.6
2023-01-01,Pulau Pinang,overall_sex,bumi_malay,overall_age,728.3
2023-01-01,Pulau Pinang,overall_sex,bumi_malay,0-4,53.8
2023-01-01,Pulau Pinang,overall_sex,bumi_malay,5-9,50.7
2023-01-01,Pulau Pinang,overall_sex,bumi_malay,10-14,49.4
2023-01-01,Pulau Pinang,overall_sex,bumi_malay,15-19,53.5
2023-01-01,Pulau Pinang,overall_sex,bumi_malay,20-24,63.7
2023-01-01,Pulau Pinang,overall_sex,bumi_malay,25-29,72.1
2023-01-01,Pulau Pinang,overall_sex,bumi_malay,30-34,70.6
2023-01-01,Pulau Pinang,overall_sex,bumi_malay,35-39,71.8
2023-01-01,Pulau Pinang,overall_sex,bumi_malay,40-44,58.3
2023-01-01,Pulau Pinang,overall_sex,bumi_malay,45-49,44.9
2023-01-01,Pulau Pinang,overall_sex,bumi_malay,50-54,41.0
2023-01-01,Pulau Pinang,overall_sex,bumi_malay,55-59,33.9
2023-01-01,Pulau Pinang,overall_sex,bumi_malay,60-64,27.2
2023-01-01,Pulau Pinang,overall_sex,bumi_malay,65-69,20.7
2023-01-01,Pulau Pinang,overall_sex,bumi_malay,70-74,11.0
2023-01-01,Pulau Pinang,overall_sex,bumi_malay,75-79,4.1
2023-01-01,Pulau Pinang,overall_sex,bumi_malay,80-84,1.6
2023-01-01,Pulau Pinang,overall_sex,bumi_malay,85+,0.2
2023-01-01,Pulau Pinang,male,bumi_malay,overall_age,369.7
2023-01-01,Pulau Pinang,male,bumi_malay,0-4,27.5
2023-01-01,Pulau Pinang,male,bumi_malay,5-9,26.0
2023-01-01,Pulau Pinang,male,bumi_malay,10-14,26.4
2023-01-01,Pulau Pinang,male,bumi_malay,15-19,27.9
2023-01-01,Pulau Pinang,male,bumi_malay,20-24,33.0
2023-01-01,Pulau Pinang,male,bumi_malay,25-29,38.5
2023-01-01,Pulau Pinang,male,bumi_malay,30-34,33.7
2023-01-01,Pulau Pinang,male,bumi_malay,35-39,35.7
2023-01-01,Pulau Pinang,male,bumi_malay,40-44,29.6
2023-01-01,Pulau Pinang,male,bumi_malay,45-49,22.8
2023-01-01,Pulau Pinang,male,bumi_malay,50-54,20.9
2023-01-01,Pulau Pinang,male,bumi_malay,55-59,16.6
2023-01-01,Pulau Pinang,male,bumi_malay,60-64,13.3
2023-01-01,Pulau Pinang,male,bumi_malay,65-69,9.7
2023-01-01,Pulau Pinang,male,bumi_malay,70-74,5.3
2023-01-01,Pulau Pinang,male,bumi_malay,75-79,1.8
2023-01-01,Pulau Pinang,male,bumi_malay,80-84,0.7
2023-01-01,Pulau Pinang,male,bumi_malay,85+,0.1
2023-01-01,Pulau Pinang,female,bumi_malay,overall_age,358.6
2023-01-01,Pulau Pinang,female,bumi_malay,0-4,26.2
2023-01-01,Pulau Pinang,female,bumi_malay,5-9,24.7
2023-01-01,Pulau Pinang,female,bumi_malay,10-14,23.0
2023-01-01,Pulau Pinang,female,bumi_malay,15-19,25.6
2023-01-01,Pulau Pinang,female,bumi_malay,20-24,30.6
2023-01-01,Pulau Pinang,female,bumi_malay,25-29,33.6
2023-01-01,Pulau Pinang,female,bumi_malay,30-34,36.9
2023-01-01,Pulau Pinang,female,bumi_malay,35-39,36.0
2023-01-01,Pulau Pinang,female,bumi_malay,40-44,28.6
2023-01-01,Pulau Pinang,female,bumi_malay,45-49,22.1
2023-01-01,Pulau Pinang,female,bumi_malay,50-54,20.1
2023-01-01,Pulau Pinang,female,bumi_malay,55-59,17.3
2023-01-01,Pulau Pinang,female,bumi_malay,60-64,13.9
2023-01-01,Pulau Pinang,female,bumi_malay,65-69,11.0
2023-01-01,Pulau Pinang,female,bumi_malay,70-74,5.7
2023-01-01,Pulau Pinang,female,bumi_malay,75-79,2.3
2023-01-01,Pulau Pinang,female,bumi_malay,80-84,0.9
2023-01-01,Pulau Pinang,female,bumi_malay,85+,0.1
2023-01-01,Sabah,overall_sex,bumi_malay,overall_age,321.1
2023-01-01,Sabah,overall_sex,bumi_malay,0-4,34.5
2023-01-01,Sabah,overall_sex,bumi_malay,5-9,29.2
2023-01-01,Sabah,overall_sex,bumi_malay,10-14,28.5
2023-01-01,Sabah,overall_sex,bumi_malay,15-19,33.6
2023-01-01,Sabah,overall_sex,bumi_malay,20-24,36.5
2023-01-01,Sabah,overall_sex,bumi_malay,25-29,20.6
2023-01-01,Sabah,overall_sex,bumi_malay,30-34,25.4
2023-01-01,Sabah,overall_sex,bumi_malay,35-39,28.7
2023-01-01,Sabah,overall_sex,bumi_malay,40-44,21.9
2023-01-01,Sabah,overall_sex,bumi_malay,45-49,14.9
2023-01-01,Sabah,overall_sex,bumi_malay,50-54,12.1
2023-01-01,Sabah,overall_sex,bumi_malay,55-59,10.1
2023-01-01,Sabah,overall_sex,bumi_malay,60-64,7.7
2023-01-01,Sabah,overall_sex,bumi_malay,65-69,6.9
2023-01-01,Sabah,overall_sex,bumi_malay,70-74,6.2
2023-01-01,Sabah,overall_sex,bumi_malay,75-79,3.2
2023-01-01,Sabah,overall_sex,bumi_malay,80-84,0.9
2023-01-01,Sabah,overall_sex,bumi_malay,85+,0.3
2023-01-01,Sabah,male,bumi_malay,overall_age,180.0
2023-01-01,Sabah,male,bumi_malay,0-4,17.7
2023-01-01,Sabah,male,bumi_malay,5-9,15.4
2023-01-01,Sabah,male,bumi_malay,10-14,14.8
2023-01-01,Sabah,male,bumi_malay,15-19,19.2
2023-01-01,Sabah,male,bumi_malay,20-24,22.4
2023-01-01,Sabah,male,bumi_malay,25-29,12.4
2023-01-01,Sabah,male,bumi_malay,30-34,14.8
2023-01-01,Sabah,male,bumi_malay,35-39,16.7
2023-01-01,Sabah,male,bumi_malay,40-44,13.0
2023-01-01,Sabah,male,bumi_malay,45-49,8.8
2023-01-01,Sabah,male,bumi_malay,50-54,7.5
2023-01-01,Sabah,male,bumi_malay,55-59,6.3
2023-01-01,Sabah,male,bumi_malay,60-64,4.8
2023-01-01,Sabah,male,bumi_malay,65-69,3.2
2023-01-01,Sabah,male,bumi_malay,70-74,2.0
2023-01-01,Sabah,male,bumi_malay,75-79,0.8
2023-01-01,Sabah,male,bumi_malay,80-84,0.2
2023-01-01,Sabah,male,bumi_malay,85+,0.1
2023-01-01,Sabah,female,bumi_malay,overall_age,141.0
2023-01-01,Sabah,female,bumi_malay,0-4,16.8
2023-01-01,Sabah,female,bumi_malay,5-9,13.8
2023-01-01,Sabah,female,bumi_malay,10-14,13.7
2023-01-01,Sabah,female,bumi_malay,15-19,14.4
2023-01-01,Sabah,female,bumi_malay,20-24,14.1
2023-01-01,Sabah,female,bumi_malay,25-29,8.2
2023-01-01,Sabah,female,bumi_malay,30-34,10.6
2023-01-01,Sabah,female,bumi_malay,35-39,12.0
2023-01-01,Sabah,female,bumi_malay,40-44,8.9
2023-01-01,Sabah,female,bumi_malay,45-49,6.1
2023-01-01,Sabah,female,bumi_malay,50-54,4.6
2023-01-01,Sabah,female,bumi_malay,55-59,3.8
2023-01-01,Sabah,female,bumi_malay,60-64,2.9
2023-01-01,Sabah,female,bumi_malay,65-69,3.8
2023-01-01,Sabah,female,bumi_malay,70-74,4.2
2023-01-01,Sabah,female,bumi_malay,75-79,2.4
2023-01-01,Sabah,female,bumi_malay,80-84,0.7
2023-01-01,Sabah,female,bumi_malay,85+,0.2
2023-01-01,Sarawak,overall_sex,bumi_malay,overall_age,597.0
2023-01-01,Sarawak,overall_sex,bumi_malay,0-4,46.4
2023-01-01,Sarawak,overall_sex,bumi_malay,5-9,47.6
2023-01-01,Sarawak,overall_sex,bumi_malay,10-14,50.9
2023-01-01,Sarawak,overall_sex,bumi_malay,15-19,54.5
2023-01-01,Sarawak,overall_sex,bumi_malay,20-24,58.7
2023-01-01,Sarawak,overall_sex,bumi_malay,25-29,54.1
2023-01-01,Sarawak,overall_sex,bumi_malay,30-34,50.7
